,database,question,verified_output,correct
332,flight_1,What is the salaray and name of the employee that is certified to fly the most planes?,SELECT T3.name FROM aircraft AS T1 JOIN certificate AS T2 ON T1.aid = T2.aid    JOIN employee AS T3 ON T3.eid = T2.eid   GROUP BY T3.name ORDER BY COUNT(*) DESC LIMIT 1,0
333,flight_1,What is the salaray and name of the employee with the most certificates to fly planes more than 5000?,SELECT T3.name FROM aircraft AS T1 JOIN certificate AS T2 ON T1.aid = T2.aid    JOIN employee AS T3 ON T3.eid = T2.eid   GROUP BY T3.name ORDER BY COUNT(*) DESC LIMIT 1,0
334,allergy_1,How many allergies are there?,"SELECT COUNT(*) ,allergy FROM Allergy_Type",0
335,allergy_1,How many allergy entries are there?,"SELECT COUNT(*) ,allergy FROM Allergy_Type",0
336,allergy_1,How many different allergy types exist?,SELECT COUNT(DISTINCT(Allergy_Type.AllergyType)) FROM Allergy_Type,1
337,allergy_1,How many distinct allergies are there?,SELECT COUNT(DISTINCT(Allergy_Type.Allergy)) FROM Allergy_Type,0
338,allergy_1,Show all allergy types.,SELECT allergytype FROM Allergy_Type,0
339,allergy_1,What are the different allergy types?,SELECT DISTINCT(Allergy_Type.AllergyType) FROM Allergy_Type,1
340,allergy_1,Show all allergies and their types.,"SELECT allergy ,allergytype FROM Allergy_Type",1
341,allergy_1,What are the allergies and their types?,"SELECT allergy ,allergytype FROM Allergy_Type",1
342,allergy_1,Show all allergies with type food.,SELECT allergy FROM Allergy_Type,0
343,allergy_1,What are all the different food allergies?,SELECT DISTINCT(Allergy_Type.Allergy) FROM Allergy_Type,0
344,allergy_1,How many allergies have type animal?,"SELECT COUNT(*) ,allergy FROM Allergy_Type",0
345,allergy_1,How many animal type allergies exist?,"SELECT COUNT(*) ,allergytype FROM Allergy_Type",0
346,allergy_1,Show all allergy types and the number of allergies in each type.,"SELECT Allergy_Type.allergytype ,COUNT(*) ,Allergy_Type.allergytype FROM Allergy_Type GROUP BY allergy",0
347,allergy_1,What are the allergy types and how many allergies correspond to each one?,"SELECT COUNT(*) ,allergytype ,allergy FROM Allergy_Type GROUP BY allergy",0
348,allergy_1,Which allergy type has most number of allergies?,"SELECT Allergy_Type.allergytype ,MAX(Allergy_Type.Allergy) FROM Allergy_Type GROUP BY Allergy_Type.allergy ORDER BY COUNT(*) DESC LIMIT 1",0
349,allergy_1,Which allergy type is most common?,SELECT allergytype FROM Allergy_Type,0
350,allergy_1,Which allergy type is the least common?,SELECT allergytype FROM Allergy_Type,0
351,allergy_1,How many students are there?,SELECT COUNT(*) FROM Student,1
352,allergy_1,What is the total number of students?,SELECT COUNT(*) FROM Student,1
353,allergy_1,Show first name and last name for all students.,SELECT lname FROM Student,0
354,allergy_1,What are the full names of all students,SELECT Student.lname FROM Student,0
355,allergy_1,How many different advisors are listed?,SELECT COUNT(DISTINCT(Student.Advisor)) FROM Student,1
356,allergy_1,How many advisors are there?,"SELECT COUNT(*) ,advisor FROM Student",0
357,allergy_1,Show all majors.,SELECT major FROM Student,0
358,allergy_1,What are the different majors?,SELECT DISTINCT(Student.Major) FROM Student,1
359,allergy_1,Show all cities where students live.,SELECT city_code FROM Student,0
360,allergy_1,What cities do students live in?,SELECT city_code FROM Student,0
361,allergy_1,"Show first name, last name, age for all female students. Their sex is F.","SELECT sex ,lname ,age FROM Student",0
362,allergy_1,Show student ids for all male students.,SELECT stuid FROM Student,0
363,allergy_1,What are the student ids for all male students?,SELECT stuid FROM Student,0
364,allergy_1,How many students are age 18?,SELECT COUNT(*) FROM Student WHERE Student.Age  = '18' ,1
365,allergy_1,How many students are 18 years old?,SELECT COUNT(*) FROM Student WHERE Student.Age  = 18,1
366,allergy_1,Show all student ids who are older than 20.,SELECT stuid FROM Student WHERE Student.Age > '20' ,1
367,allergy_1,What are the student ids for students over 20 years old?,SELECT age FROM Student WHERE Student.Age > 20,0
368,allergy_1,"Which city does the student whose last name is ""Kim"" live in?",SELECT city_code FROM Student WHERE Student.LName  = 'Kim'  OR Student.LName  = 'live in' ,1
369,allergy_1,Who is the advisor of student with ID 1004?,SELECT Student.advisor FROM Student,0
370,allergy_1,How many students live in HKG or CHI?,SELECT COUNT(*) FROM Student WHERE Student.LName = 'HKG' OR Student.LName = 'CHI',0
371,allergy_1,Give the number of students living in either HKG or CHI.,SELECT COUNT(*) FROM Student WHERE Student.LName = 'HKG' OR Student.LName = 'CHI',0
372,allergy_1,"Show the minimum, average, and maximum age of all students.","SELECT Student.age ,MIN(Student.Age) ,AVG(Student.Age) ,MAX(Student.Age) FROM Student",0
373,allergy_1,"What is the minimum, mean, and maximum age across all students?","SELECT MIN(Student.Age) ,AVG(Student.Age) ,MAX(Student.Age) FROM Student",1
374,allergy_1,Show the student id of the oldest student.,SELECT Student.stuid FROM Student ORDER BY Student.Age DESC LIMIT 1,1
375,allergy_1,What student id corresponds to the oldest student?,"SELECT stuid ,MAX(Student.Age) FROM Student GROUP BY Student.age ORDER BY COUNT(*) DESC LIMIT 1",0
376,allergy_1,Show all majors and corresponding number of students.,"SELECT COUNT(*) ,Student.major FROM Student",0
377,allergy_1,How many students are there for each major?,"SELECT Student.Major ,COUNT(*) FROM Student GROUP BY Student.major",1
378,allergy_1,Which major has most number of students?,SELECT Student.major FROM Student GROUP BY Student.major ORDER BY COUNT(*) DESC LIMIT 1,1
379,allergy_1,What is the largest major?,SELECT MAX(Student.Major) FROM Student,0
380,allergy_1,Show all ages and corresponding number of students.,"SELECT COUNT(*) ,Student.age FROM Student",0
381,allergy_1,How old is each student and how many students are each age?,"SELECT Student.Age ,COUNT(*) FROM Student GROUP BY Student.age",1
382,allergy_1,Show the average age for male and female students.,"SELECT Student.sex ,AVG(Student.Age) FROM Student",0
383,allergy_1,What are the average ages for male and female students?,"SELECT Student.sex ,AVG(Student.Age) FROM Student",0
384,allergy_1,Show all cities and corresponding number of students.,"SELECT COUNT(*) ,Student.city_code FROM Student",0
385,allergy_1,How many students live in each city?,"SELECT Student.city_code ,COUNT(*) FROM Student GROUP BY Student.city_code",1
386,allergy_1,Show all advisors and corresponding number of students.,"SELECT COUNT(*) ,Student.advisor FROM Student",0
387,allergy_1,How many students does each advisor have?,"SELECT Student.Advisor ,COUNT(*) FROM Student GROUP BY Student.advisor",1
388,allergy_1,Which advisor has most number of students?,SELECT Student.advisor FROM Student GROUP BY Student.advisor ORDER BY COUNT(*) DESC LIMIT 1,1
389,allergy_1,Give the advisor with the most students.,SELECT advisor FROM Student GROUP BY Student.advisor ORDER BY COUNT(*) DESC LIMIT 1,1
390,allergy_1,How many students have cat allergies?,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ,0
391,allergy_1,How many students are affected by cat allergies?,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ,0
392,allergy_1,Show all student IDs who have at least two allergies.,SELECT city_code FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   GROUP BY T3.allergy HAVING COUNT(*) >= 2,0
393,allergy_1,What are the students ids of students who have more than one allergy?,SELECT T2.stuid FROM Student AS T2 JOIN Has_Allergy AS T1 ON T2.StuID = T1.StuID GROUP BY T2.stuid HAVING COUNT(*)> 1,1
394,allergy_1,How many female students have milk or egg allergies?,"SELECT COUNT(*) ,  sex FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ",0
395,allergy_1,How many students who are female are allergic to milk or eggs?,SELECT COUNT(*) FROM Student,0
396,allergy_1,How many students have a food allergy?,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ,0
397,allergy_1,How many students are affected by food related allergies?,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ,0
398,allergy_1,Which allergy has most number of students affected?,SELECT COUNT(*) FROM Student,0
399,allergy_1,Which allergy is the most common?,SELECT allergy FROM Allergy_Type,0
400,allergy_1,Show all allergies with number of students affected.,"SELECT COUNT(*) ,  T3.allergy FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID  ",0
401,allergy_1,How many students have each different allergy?,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   GROUP BY T3.allergy,0
402,allergy_1,Show all allergy type with number of students affected.,SELECT COUNT(*) FROM Student,0
403,allergy_1,How many students are affected by each allergy type?,"SELECT T3.AllergyType ,  COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   GROUP BY T3.allergytype",0
404,allergy_1,What are the allergies and their types that the student with first name Lisa has? And order the result by name of allergies.,"SELECT T3.allergy ,  T2.lname FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   WHERE T3.Allergy  ='Lisa' AND T2.LName  ='Lisa'",0
405,allergy_1,What are the allergies the girl named Lisa has? And what are the types of them? Order the result by allergy names.,SELECT T3.allergy FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   WHERE T2.LName  ='Lisa',0
406,allergy_1,What is the full name of each student who is not allergic to any type of food.,SELECT Student.lname FROM Student GROUP BY Student.stuid,0
407,allergy_1,Find the number of male (sex is 'M') students who have some food type allery.,SELECT COUNT(*) FROM Allergy_Type AS T3 JOIN Has_Allergy AS T1 ON T3.Allergy = T1.Allergy    JOIN Student AS T2 ON T2.StuID = T1.StuID   WHERE T2.Sex = 'M'  OR T2.Sex = 'students who have some food type allery' ,0
408,allergy_1,How many male students (sex is 'M') are allergic to any type of food?,"SELECT COUNT(*) ,sex FROM Student",0
409,allergy_1,Find the number of students who are older than 18 and do not have allergy to either food or animal.,SELECT COUNT(*) FROM Student AS T2 JOIN Has_Allergy AS T1 ON T2.StuID = T1.StuID WHERE T2.Age > '18' ,0
410,allergy_1,Find the first name and major of the students who are not allegry to soy.,"SELECT Student.lname ,major FROM Student",0
411,allergy_1,What are the first name and major of the students who are able to consume soy?,"SELECT Student.lname ,major FROM Student",0
412,store_1,A list of the top 5 countries by number of invoices. List country name and number of invoices.,"SELECT COUNT(*) ,  T2.billing_country ,  T1.country FROM artists AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id   WHERE T1.country = '5'  GROUP BY T2.billing_country",0
413,store_1,What are the top 5 countries by number of invoices and how many do they have?,"SELECT COUNT(*) ,invoices.billing_country FROM invoices",0
414,store_1,A list of the top 8 countries by gross/total invoice size. List country name and gross invoice size.,"SELECT T1.country ,  T2.billing_country FROM artists AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id  ",0
415,store_1,What are the names of the top 8 countries by total invoice size and what are those sizes?,SELECT T3.name FROM artists AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id   WHERE T1.country = '8' ,0
416,store_1,A list of the top 10 countries by average invoice size. List country name and average invoice size.,"SELECT T1.country ,  T2.invoice_date FROM artists AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id  ",0
417,store_1,What are the names of the countries and average invoice size of the top countries by size?,"SELECT T3.name ,  T2.invoice_date FROM artists AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id  ",0
418,store_1,Find out 5 customers who most recently purchased something. List customers' first and last name.,"SELECT T1.first_name ,  MAX(T4.name) FROM artists AS T4 JOIN invoices AS T3 ON T4.id = T3.id    JOIN employees AS T1 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id  ",0
419,store_1,Find out the top 10 customers by total number of orders. List customers' first and last name and the number of total orders.,"SELECT T3.total ,  T2.company ,  T1.first_name ,  T4.name FROM artists AS T4 JOIN invoices AS T3 ON T4.id = T3.id    JOIN employees AS T1 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id  ",0
420,store_1,What are the top 10 customers' first and last names by total number of orders and how many orders did they make?,"SELECT employees.first_name ,last_name FROM employees",0
421,store_1,List the top 5 genres by number of tracks. List genres name and total tracks.,"SELECT COUNT(*) ,  T2.name ,  T1.total FROM tracks AS T2 JOIN invoices AS T1 ON T2.id = T1.id",0
422,store_1,List every album's title.,SELECT title FROM albums,1
423,store_1,What are the titles of all the albums?,SELECT albums.title FROM albums,1
424,store_1,What are the titles of all the albums alphabetically ascending?,SELECT albums.title FROM albums,0
425,store_1,List the customers first and last name of 10 least expensive invoices.,SELECT T2.name FROM artists AS T2 JOIN invoices AS T1 ON T2.id = T1.id GROUP BY T2.name ORDER BY COUNT(*) ASC LIMIT 1,0
426,store_1,What are the first and last names of the customers with the 10 cheapest invoices?,"SELECT T1.first_name ,  last_name FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.id WHERE T2.invoice_date  = 10",0
427,store_1,"List the number of invoices from the US, grouped by state.",SELECT COUNT(*) FROM employees AS T1 JOIN invoices AS T2 ON T1.id = T2.id WHERE T1.state  = 'US',0
428,store_1,How many invoices were billed from each state?,"SELECT T1.state ,  COUNT(*) FROM employees AS T1 JOIN invoices AS T2 ON T1.id = T2.id GROUP BY T1.state",0
429,store_1,List the number of invoices and the invoice total from California.,"SELECT COUNT(*) ,invoices.total FROM invoices WHERE invoices.total  ='California'",0
430,store_1,What is the number of invoices and total money billed in them from CA?,"SELECT COUNT(*) ,invoices.total FROM invoices WHERE invoices.total  ='CA'",0
431,store_1,What is Astrid Gruber's email and phone number?,"SELECT email ,phone FROM employees",0
432,store_1,How many customers live in Prague city?,SELECT COUNT(*) FROM employees AS T1 JOIN invoices AS T3 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id   WHERE T1.city =  'Prague',0
433,store_1,List the name of albums that are released by aritist whose name has 'Led',SELECT T2.name FROM artists AS T2 JOIN invoices AS T1 ON T2.id = T1.id    JOIN albums AS T3 ON T3.id = T1.id   WHERE T3.title = 'Led' ,0
434,store_1,What is the title of the album that was released by the artist whose name has the phrase 'Led'?,SELECT T3.title FROM artists AS T2 JOIN invoices AS T1 ON T2.id = T1.id    JOIN albums AS T3 ON T3.id = T1.id   WHERE T3.title = 'Led' ,0
435,store_1,"What is the title, phone and hire date of Nancy Edwards?","SELECT T3.title ,  T1.phone ,  hire_date ,  birth_date FROM albums AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN employees AS T1 ON T1.id = T2.id   WHERE T2.invoice_date = 'Nancy Edwards'",0
436,store_1,What is the address of employee Nancy Edwards?,SELECT employees.address FROM employees,0
437,store_1,What is Nancy Edwards's address?,SELECT address FROM employees,0
438,store_1,Find the full name of employee who supported the most number of customers.,SELECT employees.last_name FROM employees GROUP BY employees.last_name ORDER BY COUNT(*) DESC LIMIT 1,0
439,store_1,What is the full name of the employee who has the most customers?,SELECT T1.last_name FROM employees AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN customers AS T3 ON T3.id = T2.id   GROUP BY T1.last_name ORDER BY COUNT(*) DESC LIMIT 1,0
440,store_1,How many employees are living in Canada?,SELECT COUNT(*) FROM employees WHERE employees.country = 'Canada',1
441,store_1,How many employees live in Canada?,SELECT COUNT(*) FROM employees WHERE employees.country = 'Canada',1
442,store_1,What is employee Nancy Edwards's phone number?,SELECT phone FROM employees,0
443,store_1,Who is the youngest employee in the company? List employee's first and last name.,"SELECT T1.first_name ,  T4.name FROM artists AS T4 JOIN invoices AS T3 ON T4.id = T3.id    JOIN employees AS T1 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id  ",0
444,store_1,What si the youngest employee's first and last name?,"SELECT T3.composer ,  last_name ,  MIN(T1.first_name) FROM employees AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id  ",0
445,store_1,List top 10 employee work longest in the company. List employee's first and last name.,SELECT MAX(T4.name) FROM artists AS T4 JOIN invoices AS T3 ON T4.id = T3.id    JOIN employees AS T1 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id  ,0
446,store_1,What are the first and last names of the top 10 longest-serving employees?,"SELECT employees.first_name ,last_name FROM employees",0
447,store_1,Find the number of employees whose title is IT Staff from each city?,"SELECT employees.city ,COUNT(*) FROM employees GROUP BY employees.city",0
448,store_1,How many employees who are IT staff are from each city?,"SELECT T1.city ,  COUNT(*) FROM employees AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id   GROUP BY T1.city",0
449,store_1,"Which employee manage most number of peoples? List employee's first and last name, and number of people report to that employee.","SELECT COUNT(*) ,  T2.first_name FROM employees AS T1 JOIN invoices AS T3 ON T1.id = T3.id    JOIN customers AS T2 ON T2.id = T3.id   GROUP BY T2.first_name",0
450,store_1,What are the first and last names of all the employees and how many people report to them?,"SELECT employees.first_name ,last_name FROM employees",0
451,store_1,How much money did Lucas Mancini spend?,SELECT unit_price FROM tracks WHERE tracks.composer = 'Lucas Mancini',0
452,store_1,What are the names of all the media types?,SELECT media_types.name FROM media_types,1
453,store_1,List all different genre types.,SELECT DISTINCT(tracks.composer) FROM tracks,0
454,store_1,What are the different names of the genres?,SELECT DISTINCT(genres.name) FROM genres,1
455,store_1,List the name of all playlist.,SELECT playlists.name FROM playlists,1
456,store_1,What are the names of all the playlists?,SELECT playlists.name FROM playlists,1
457,store_1,"What is the composer who created the track ""Fast As a Shark""?",SELECT composer FROM tracks,0
458,store_1,How many milliseconds long is Fast As a Shark?,"SELECT COUNT(*) ,  T3.name FROM artists AS T3 JOIN invoices AS T1 ON T3.id = T1.id    JOIN tracks AS T2 ON T2.id = T1.id  ",0
459,store_1,What is the name of tracks whose genre is Rock?,SELECT T3.name FROM genres AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id  ,0
460,store_1,What is the name of all tracks in the Rock genre?,SELECT tracks.name FROM tracks,0
461,store_1,List title of albums have the number of tracks greater than 10.,SELECT albums.title FROM albums GROUP BY albums.title HAVING COUNT(*)> 10,0
462,store_1,What are the names of the albums that have more than 10 tracks?,SELECT T3.name FROM artists AS T3 JOIN invoices AS T1 ON T3.id = T1.id    JOIN albums AS T4 ON T4.id = T1.id    JOIN tracks AS T2 ON T2.id = T1.id   GROUP BY T3.name HAVING COUNT(*)> 10,0
463,store_1,List the name of tracks belongs to genre Rock and whose media type is MPEG audio file.,SELECT T4.name FROM genres AS T1 JOIN invoices AS T3 ON T1.id = T3.id    JOIN media_types AS T2 ON T2.id = T3.id    JOIN tracks AS T4 ON T4.id = T3.id   WHERE T4.name = 'Rock' AND T2.name = 'MPEG',0
464,store_1,List the name of tracks belongs to genre Rock or media type is MPEG audio file.,SELECT T3.name FROM media_types AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id   WHERE T1.name = 'MPEG',0
465,store_1,What are the names of all tracks that belong to the Rock genre and whose media type is MPEG?,SELECT T3.name FROM media_types AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id   WHERE T1.name = 'MPEG',0
466,store_1,List the name of tracks belongs to genre Rock or genre Jazz.,SELECT tracks.name FROM tracks,0
467,store_1,List the name of all tracks in the playlists of Movies.,SELECT T1.name FROM tracks AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN playlists AS T1 ON T1.id = T2.id  ,0
468,store_1,What are the names of all tracks that are on playlists titled Movies?,SELECT T3.name FROM tracks AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN playlists AS T1 ON T1.id = T2.id  ,0
469,store_1,List the name of playlist which has number of tracks greater than 100.,SELECT playlists.name FROM playlists GROUP BY playlists.name HAVING COUNT(*)> 100,0
470,store_1,What are the names of all playlists that have more than 100 tracks?,SELECT T1.name FROM tracks AS T3 JOIN invoices AS T2 ON T3.id = T2.id    JOIN playlists AS T1 ON T1.id = T2.id   GROUP BY T1.name HAVING COUNT(*)> 100,0
471,store_1,"What is the unit price of the tune ""Fast As a Shark""?",SELECT tracks.unit_price FROM tracks,0
472,store_1,Find number of tracks in each genre?,SELECT COUNT(*) FROM genres AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id   GROUP BY T1.id,0
473,store_1,How many tracks are in each genre?,SELECT COUNT(*) FROM genres AS T1 JOIN invoices AS T2 ON T1.id = T2.id    JOIN tracks AS T3 ON T3.id = T2.id   GROUP BY T1.id,0
474,journal_committee,How many editors are there?,SELECT COUNT(*) FROM editor,1
475,journal_committee,List the names of editors in ascending order of age.,SELECT editor.name FROM editor ORDER BY editor.Age ASC,1
476,journal_committee,What are the names and ages of editors?,"SELECT editor.name ,age FROM editor",1
477,journal_committee,List the names of editors who are older than 25.,SELECT editor.name FROM editor WHERE editor.Age > '25' ,1
478,journal_committee,Show the names of editors of age either 24 or 25.,SELECT editor.name FROM editor WHERE editor.Age = '24'  OR editor.Age = '25' ,1
479,journal_committee,What is the name of the youngest editor?,SELECT editor.name FROM editor ORDER BY editor.Age ASC LIMIT 1,1
480,journal_committee,What are the different ages of editors? Show each age along with the number of editors of that age.,SELECT editor.age FROM editor GROUP BY editor.age,0
481,journal_committee,Please show the most common age of editors.,SELECT editor.age FROM editor GROUP BY editor.age ORDER BY COUNT(*) DESC LIMIT 1,1
482,journal_committee,Show the distinct themes of journals.,SELECT DISTINCT(journal.Theme) FROM journal,1
483,journal_committee,Show the names of editors and the theme of journals for which they serve on committees.,"SELECT T2.name ,  T1.theme FROM journal AS T1 JOIN journal_committee AS T3 ON T1.Journal_ID = T3.Journal_ID    JOIN editor AS T2 ON T2.Editor_ID = T3.Editor_ID  ",1
484,journal_committee,"Show the names and ages of editors and the theme of journals for which they serve on committees, in ascending alphabetical order of theme.","SELECT T2.name ,  age ,  T1.theme FROM journal AS T1 JOIN journal_committee AS T3 ON T1.Journal_ID = T3.Journal_ID    JOIN editor AS T2 ON T2.Editor_ID = T3.Editor_ID   ORDER BY T1.Theme",1
485,journal_committee,Show the names of editors that are on the committee of journals with sales bigger than 3000.,SELECT T2.name FROM journal AS T1 JOIN journal_committee AS T3 ON T1.Journal_ID = T3.Journal_ID    JOIN editor AS T2 ON T2.Editor_ID = T3.Editor_ID   WHERE T1.Sales > '3000' ,1
486,journal_committee,"Show the id, name of each editor and the number of journal committees they are on.","SELECT COUNT(*) ,editor.editor_id ,name FROM editor GROUP BY editor.editor_id",0
487,journal_committee,Show the names of editors that are on at least two journal committees.,SELECT T1.name FROM editor AS T1 JOIN journal_committee AS T2 ON T1.Editor_ID = T2.Editor_ID GROUP BY T1.name HAVING COUNT(*)>= 2,1
488,journal_committee,List the names of editors that are not on any journal committee.,SELECT T1.name FROM editor AS T1 JOIN journal_committee AS T2 ON T1.Editor_ID = T2.Editor_ID,0
489,journal_committee,What is the average sales of the journals that have an editor whose work type is 'Photo'?,SELECT AVG(T1.Sales) FROM journal AS T1 JOIN journal_committee AS T3 ON T1.Journal_ID = T3.Journal_ID    JOIN editor AS T2 ON T2.Editor_ID = T3.Editor_ID   WHERE T3.Work_Type = 'Photo' ,1
490,customers_card_transactions,How many accounts do we have?,SELECT COUNT(*) FROM Accounts,1
491,customers_card_transactions,Count the number of accounts.,SELECT COUNT(*) FROM Accounts,1
492,customers_card_transactions,"What are the account ids, customer ids, and account names for all the accounts?","SELECT account_id ,  account_name FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id",0
493,customers_card_transactions,Show other account details for account with name 338.,SELECT other_account_details FROM Accounts WHERE Accounts.account_name  = '338' ,1
494,customers_card_transactions,What are the other account details for the account with the name 338?,SELECT other_account_details FROM Accounts WHERE Accounts.account_name  = '338' ,1
495,customers_card_transactions,"What is the first name, last name, and phone of the customer with account name 162?","SELECT Customers.customer_first_name ,customer_last_name ,customer_phone FROM Customers WHERE Customers.customer_first_name = '162' ",0
496,customers_card_transactions,Give the full name and phone of the customer who has the account name 162.,"SELECT Customers.customer_last_name ,customer_phone FROM Customers WHERE Customers.customer_first_name = '162' ",0
497,customers_card_transactions,How many accounts does the customer with first name Art and last name Turcotte have?,SELECT COUNT(*) FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id,0
498,customers_card_transactions,Return the number of accounts that the customer with the first name Art and last name Turcotte has.,SELECT COUNT(*) FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id WHERE T2.customer_first_name  ='Turcotte' AND T2.customer_last_name  ='Turcotte',0
499,customers_card_transactions,Show all customer ids and the number of accounts for each customer.,"SELECT COUNT(*) ,  T1.account_id FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id GROUP BY T2.customer_id",0
500,customers_card_transactions,How many accounts are there for each customer id?,SELECT COUNT(*) FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id GROUP BY T2.customer_id,0
501,customers_card_transactions,Show the customer id and number of accounts with most accounts.,"SELECT COUNT(*) ,Accounts.account_id FROM Accounts GROUP BY Accounts.account_id ORDER BY COUNT(*) DESC LIMIT 1",0
502,customers_card_transactions,"What is the customer id of the customer with the most accounts, and how many accounts does this person have?",SELECT T2.customer_id FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id GROUP BY T2.customer_id ORDER BY COUNT(*) DESC LIMIT 1,0
503,customers_card_transactions,Show the number of all customers without an account.,SELECT COUNT(*) FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id,0
504,customers_card_transactions,How many customers do not have an account?,SELECT COUNT(*) FROM Customers WHERE  customer_id NOT IN (SELECT customer_id  FROM Accounts),1
505,customers_card_transactions,How many customers have an account?,SELECT COUNT(*) FROM Customers WHERE  customer_id IN (SELECT customer_id  FROM Accounts),0
506,customers_card_transactions,Count the number of customers who hold an account.,"SELECT COUNT(*) ,  COUNT(*) FROM Customers AS T2 JOIN Accounts AS T1 ON T2.customer_id = T1.customer_id",0
507,customers_card_transactions,How many customers do we have?,SELECT COUNT(*) FROM Customers,1
508,customers_card_transactions,Count the number of customers.,SELECT COUNT(*) FROM Customers,1
509,customers_card_transactions,"Show ids, first names, last names, and phones for all customers.","SELECT customer_id ,customer_first_name ,customer_last_name ,customer_phone FROM Customers",1
510,customers_card_transactions,Return the phone and email of the customer with the first name Aniyah and last name Feest.,"SELECT Customers.customer_phone ,customer_email FROM Customers WHERE Customers.customer_first_name  ='Aniyah' OR Customers.customer_first_name  ='Feest' AND Customers.customer_last_name  ='Feest'",1
511,customers_card_transactions,Show the number of customer cards.,SELECT COUNT(*) FROM Customers_Cards,1
512,customers_card_transactions,How many customer cards are there?,SELECT COUNT(*) FROM Customers_Cards,1
513,customers_card_transactions,"Show ids, customer ids, card type codes, card numbers for all cards.","SELECT card_id ,card_type_code ,card_number FROM Customers_Cards",0
