,database,question,sql
935,university_basketball,Count the number of universities that do not participate in the baketball match.,SELECT count(*) FROM university WHERE school_id NOT IN (SELECT school_id FROM basketball_match)
936,university_basketball,Find the schools that were either founded after 1850 or public.,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public'
937,university_basketball,What are the schools that were either founded before 1850 or are public?,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public'
938,university_basketball,Find how many different affiliation types there are.,SELECT count(DISTINCT affiliation) FROM university
939,university_basketball,Count the number of different affiliation types.,SELECT count(DISTINCT affiliation) FROM university
940,university_basketball,Find how many school locations have the word 'NY'.,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%"""
941,university_basketball,How many universities have a location that contains NY?,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%"""
942,university_basketball,Find the team names of the universities whose enrollments are smaller than the average enrollment size.,SELECT t2.team_name FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE enrollment  <  (SELECT avg(enrollment) FROM university)
943,university_basketball,What are the names of teams from universities that have a below average enrollment?,SELECT t2.team_name FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE enrollment  <  (SELECT avg(enrollment) FROM university)
944,university_basketball,Find the number of universities that have over a 20000 enrollment size for each affiliation type.,"SELECT count(*) ,  affiliation FROM university WHERE enrollment  >  20000 GROUP BY affiliation"
945,university_basketball,"What are the different affiliations, and how many schools with each have an enrollment size of above 20000?","SELECT count(*) ,  affiliation FROM university WHERE enrollment  >  20000 GROUP BY affiliation"
946,university_basketball,Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.,"SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation"
947,university_basketball,"What are the different affiliations, and what is the total enrollment of schools founded after 1850 for each enrollment type?","SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation"
948,university_basketball,What is the maximum enrollment across all schools?,SELECT max(Enrollment) FROM university
949,university_basketball,Return the maximum enrollment across all schools.,SELECT max(Enrollment) FROM university
950,university_basketball,List all information regarding the basketball match.,SELECT * FROM basketball_match
951,university_basketball,What is all the information about the basketball match?,SELECT * FROM basketball_match
952,university_basketball,"List names of all teams in the basketball competition, ordered by all home scores in descending order.",SELECT team_name FROM basketball_match ORDER BY All_Home DESC
953,university_basketball,"What are the names of all the teams in the basketball competition, sorted by all home scores in descending order?",SELECT team_name FROM basketball_match ORDER BY All_Home DESC
954,phone_1,the names of models that launched between 2002 and 2004.,SELECT Model_name FROM chip_model WHERE Launch_year BETWEEN 2002 AND 2004;
955,phone_1,Which model has the least amount of RAM? List the model name and the amount of RAM.,"SELECT Model_name ,  RAM_MiB FROM chip_model ORDER BY RAM_MiB ASC LIMIT 1;"
956,phone_1,"What are the chip model and screen mode of the phone with hardware model name ""LG-P760""?","SELECT chip_model ,  screen_mode FROM phone WHERE Hardware_Model_name = ""LG-P760"";"
957,phone_1,"How many phone hardware models are produced by the company named ""Nokia Corporation""?","SELECT count(*) FROM phone WHERE Company_name = ""Nokia Corporation"";"
958,phone_1,"What is maximum and minimum RAM size of phone produced by company named ""Nokia Corporation""?","SELECT max(T1.RAM_MiB) ,  min(T1.RAM_MiB) FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T2.Company_name = ""Nokia Corporation"";"
959,phone_1,"What is the average ROM size of phones produced by the company named ""Nokia Corporation""?","SELECT avg(T1.ROM_MiB) FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T2.Company_name = ""Nokia Corporation"";"
960,phone_1,List the hardware model name and company name for all the phones that were launched in year 2002 or have RAM size greater than 32.,"SELECT T2.Hardware_Model_name ,  T2.Company_name FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T1.Launch_year = 2002 OR T1.RAM_MiB  >  32;"
961,phone_1,Find all phones that have word 'Full' in their accreditation types. List the Hardware Model name and Company name.,"SELECT Hardware_Model_name ,  Company_name FROM phone WHERE Accreditation_type LIKE 'Full';"
962,phone_1,"Find the Char cells, Pixels and Hardware colours for the screen of the phone whose hardware model name is ""LG-P760"".","SELECT T1.Char_cells ,  T1.Pixels ,  T1.Hardware_colours FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T2.Hardware_Model_name = ""LG-P760"";"
963,phone_1,"List the hardware model name and company name for the phone whose screen mode type is ""Graphics.""","SELECT T2.Hardware_Model_name ,  T2.Company_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.Type  =  ""Graphics"";"
964,phone_1,Find the name of the company that has the least number of phone models. List the company name and the number of phone model produced by that company.,"SELECT Company_name ,  count(*) FROM phone GROUP BY Company_name ORDER BY count(*) ASC LIMIT 1;"
965,phone_1,List the name of the company that produced more than one phone model.,SELECT Company_name FROM phone GROUP BY Company_name HAVING count(*)  >  1;
966,phone_1,"List the maximum, minimum and average number of used kb in screen mode.","SELECT max(used_kb) , min(used_kb) , avg(used_kb) FROM screen_mode;"
967,phone_1,List the name of the phone model launched in year 2002 and with the highest RAM size.,SELECT T2.Hardware_Model_name FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T1.Launch_year = 2002 ORDER BY T1.RAM_MiB DESC LIMIT 1;
968,phone_1,"What are the wifi and screen mode type of the hardware model named ""LG-P760""?","SELECT T1.WiFi , T3.Type FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model JOIN screen_mode AS T3 ON T2.screen_mode = T3.Graphics_mode WHERE T2.Hardware_Model_name = ""LG-P760"";"
969,phone_1,"List the hardware model name for the phones that have screen mode type ""Text"" or RAM size greater than 32.","SELECT T2.Hardware_Model_name FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model JOIN screen_mode AS T3 ON T2.screen_mode = T3.Graphics_mode WHERE T3.Type = ""Text"" OR T1.RAM_MiB  >  32;"
970,phone_1,"List the hardware model name for the phones that were produced by ""Nokia Corporation"" or whose screen mode type is ""Graphics.""","SELECT DISTINCT T2.Hardware_Model_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.Type  =  ""Graphics"" OR t2.Company_name  =  ""Nokia Corporation"""
971,phone_1,"List the hardware model name for the phons that were produced by ""Nokia Corporation"" but whose screen mode type is not Text.","SELECT DISTINCT T2.Hardware_Model_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE t2.Company_name  =  ""Nokia Corporation"" AND T1.Type != ""Text"";"
972,phone_1,List the phone hardware model and company name for the phones whose screen usage in kb is between 10 and 15.,"SELECT DISTINCT T2.Hardware_Model_name , T2.Company_name FROM screen_mode AS T1 JOIN phone AS T2 ON T1.Graphics_mode = T2.screen_mode WHERE T1.used_kb BETWEEN 10 AND 15;"
973,phone_1,Find the number of phones for each accreditation type.,"SELECT Accreditation_type ,  count(*) FROM phone GROUP BY Accreditation_type"
974,phone_1,How many phones belongs to each accreditation type?,"SELECT Accreditation_type ,  count(*) FROM phone GROUP BY Accreditation_type"
975,phone_1,Find the accreditation level that more than 3 phones use.,SELECT Accreditation_level FROM phone GROUP BY Accreditation_level HAVING count(*)  >  3
976,phone_1,Find the details for all chip models.,SELECT * FROM chip_model
977,phone_1,How many models do not have the wifi function?,SELECT count(*) FROM chip_model WHERE wifi  =  'No'
978,phone_1,Count the number of chip model that do not have wifi.,SELECT count(*) FROM chip_model WHERE wifi  =  'No'
979,phone_1,List all the model names sorted by their launch year.,SELECT model_name FROM chip_model ORDER BY launch_year
980,phone_1,Find the average ram mib size of the chip models that are never used by any phone.,SELECT avg(RAM_MiB) FROM chip_model WHERE model_name NOT IN (SELECT chip_model FROM phone)
981,match_season,How many countries are there in total?,SELECT count(*) FROM country
982,match_season,Count the number of countries.,SELECT count(*) FROM country
983,match_season,Show the country name and capital of all countries.,"SELECT Country_name ,  Capital FROM country"
984,match_season,What are the names and capitals of each country?,"SELECT Country_name ,  Capital FROM country"
985,match_season,"Show all official native languages that contain the word ""English"".","SELECT Official_native_language FROM country WHERE Official_native_language LIKE ""%English%"""
986,match_season,"What are the official native languages that contain the string ""English"".","SELECT Official_native_language FROM country WHERE Official_native_language LIKE ""%English%"""
987,match_season,Show all distinct positions of matches.,SELECT DISTINCT POSITION FROM match_season
988,match_season,What are the different positions for match season?,SELECT DISTINCT POSITION FROM match_season
989,match_season,Show the players from college UCLA.,"SELECT Player FROM match_season WHERE College  =  ""UCLA"""
990,match_season,Who are the players from UCLA?,"SELECT Player FROM match_season WHERE College  =  ""UCLA"""
991,match_season,Show the distinct position of players from college UCLA or Duke.,"SELECT DISTINCT POSITION FROM match_season WHERE College  =  ""UCLA"" OR College  =  ""Duke"""
992,match_season,What are the different positions of players from UCLA or Duke colleges?,"SELECT DISTINCT POSITION FROM match_season WHERE College  =  ""UCLA"" OR College  =  ""Duke"""
993,match_season,Show the draft pick numbers and draft classes of players whose positions are defenders.,"SELECT Draft_Pick_Number ,  Draft_Class FROM match_season WHERE POSITION  =  ""Defender"""
994,match_season,What are the draft pick numbers and draft classes for players who play the Defender position?,"SELECT Draft_Pick_Number ,  Draft_Class FROM match_season WHERE POSITION  =  ""Defender"""
995,match_season,How many distinct teams are involved in match seasons?,SELECT count(DISTINCT Team) FROM match_season
996,match_season,Count the number of different teams involved in match season.,SELECT count(DISTINCT Team) FROM match_season
997,match_season,Show the players and the years played.,"SELECT Player ,  Years_Played FROM player"
998,match_season,Who are the different players and how many years has each played?,"SELECT Player ,  Years_Played FROM player"
999,match_season,Show all team names.,SELECT Name FROM Team
1000,match_season,What are the names of all teams?,SELECT Name FROM Team
1001,match_season,"Show the season, the player, and the name of the country that player belongs to.","SELECT T2.Season ,  T2.Player ,  T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country"
1002,match_season,"For each player, what are their name, season, and country that they belong to?","SELECT T2.Season ,  T2.Player ,  T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country"
1003,match_season,Which players are from Indonesia?,"SELECT T2.Player FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Country_name  =  ""Indonesia"""
1004,match_season,Who are the players from Indonesia?,"SELECT T2.Player FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Country_name  =  ""Indonesia"""
1005,match_season,What are the distinct positions of the players from a country whose capital is Dublin?,"SELECT DISTINCT T2.Position FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Capital  =  ""Dublin"""
1006,match_season,Give the different positions of players who play for the country with the capital Dublin.,"SELECT DISTINCT T2.Position FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T1.Capital  =  ""Dublin"""
1007,match_season,What are the official languages of the countries of players from Maryland or Duke college?,"SELECT T1.Official_native_language FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.College  =  ""Maryland"" OR T2.College  =  ""Duke"""
1008,match_season,Return the official native languages of countries who have players from Maryland or Duke colleges.,"SELECT T1.Official_native_language FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.College  =  ""Maryland"" OR T2.College  =  ""Duke"""
1009,match_season,How many distinct official languages are there among countries of players whose positions are defenders.,"SELECT count(DISTINCT T1.Official_native_language) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender"""
1010,match_season,Count the number of different official languages corresponding to countries that players who play Defender are from.,"SELECT count(DISTINCT T1.Official_native_language) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  ""Defender"""
1011,match_season,"Show the season, the player, and the name of the team that players belong to.","SELECT T1.Season ,  T1.Player ,  T2.Name FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id"
1012,match_season,"Who are the different players, what season do they play in, and what is the name of the team they are on?","SELECT T1.Season ,  T1.Player ,  T2.Name FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id"
1013,match_season,"Show the positions of the players from the team with name ""Ryley Goldner"".","SELECT T1.Position FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Ryley Goldner"""
1014,match_season,Return the positions of players on the team Ryley Goldner.,"SELECT T1.Position FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Ryley Goldner"""
1015,match_season,"How many distinct colleges are associated with players from the team with name ""Columbus Crew"".","SELECT count(DISTINCT T1.College) FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew"""
1016,match_season,Count the number of different colleges that players who play for Columbus Crew are from.,"SELECT count(DISTINCT T1.College) FROM match_season AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew"""
1017,match_season,"Show the players and years played for players from team ""Columbus Crew"".","SELECT T1.Player , T1.Years_Played FROM player AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew"""
1018,match_season,"What are the players who played for Columbus Crew, and how many years did each play for?","SELECT T1.Player , T1.Years_Played FROM player AS T1 JOIN team AS T2 ON T1.Team  =  T2.Team_id WHERE T2.Name  =  ""Columbus Crew"""
1019,match_season,Show the position of players and the corresponding number of players.,"SELECT POSITION ,  COUNT(*) FROM match_season GROUP BY POSITION"
1020,match_season,How many players played each position?,"SELECT POSITION ,  COUNT(*) FROM match_season GROUP BY POSITION"
1021,match_season,Show the country names and the corresponding number of players.,"SELECT Country_name ,  COUNT(*) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country GROUP BY T1.Country_name"
1022,match_season,How many players are from each country?,"SELECT Country_name ,  COUNT(*) FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country GROUP BY T1.Country_name"
1023,match_season,Return all players sorted by college in ascending alphabetical order.,SELECT player FROM match_season ORDER BY College ASC
1024,match_season,"What are all the players who played in match season, sorted by college in ascending alphabetical order?",SELECT player FROM match_season ORDER BY College ASC
1025,match_season,Show the most common position of players in match seasons.,SELECT POSITION FROM match_season GROUP BY POSITION ORDER BY count(*) DESC LIMIT 1
1026,match_season,What is the position that is most common among players in match seasons?,SELECT POSITION FROM match_season GROUP BY POSITION ORDER BY count(*) DESC LIMIT 1
1027,match_season,Show the top 3 most common colleges of players in match seasons.,SELECT College FROM match_season GROUP BY College ORDER BY count(*) DESC LIMIT 3
1028,match_season,What are the three colleges from which the most players are from?,SELECT College FROM match_season GROUP BY College ORDER BY count(*) DESC LIMIT 3
1029,match_season,Show the name of colleges that have at least two players.,SELECT College FROM match_season GROUP BY College HAVING count(*)  >=  2
1030,match_season,What are the names of all colleges that have two or more players?,SELECT College FROM match_season GROUP BY College HAVING count(*)  >=  2
1031,match_season,Show the name of colleges that have at least two players in descending alphabetical order.,SELECT College FROM match_season GROUP BY College HAVING count(*)  >=  2 ORDER BY College DESC
1032,match_season,"What are the names of colleges that have two or more players, listed in descending alphabetical order?",SELECT College FROM match_season GROUP BY College HAVING count(*)  >=  2 ORDER BY College DESC
1033,match_season,What are the names of teams that do no have match season record?,SELECT Name FROM team WHERE Team_id NOT IN (SELECT Team FROM match_season)
1034,match_season,Return the names of teams that have no match season record.,SELECT Name FROM team WHERE Team_id NOT IN (SELECT Team FROM match_season)
1035,climbing,How many climbers are there?,SELECT count(*) FROM climber
1036,climbing,Count the number of climbers.,SELECT count(*) FROM climber
1037,climbing,List the names of climbers in descending order of points.,SELECT Name FROM climber ORDER BY Points DESC
1038,climbing,"What are the names of the climbers, ordered by points descending?",SELECT Name FROM climber ORDER BY Points DESC
1039,climbing,List the names of climbers whose country is not Switzerland.,"SELECT Name FROM climber WHERE Country != ""Switzerland"""
1040,climbing,What are the names of climbers who are not from the country of Switzerland?,"SELECT Name FROM climber WHERE Country != ""Switzerland"""
1041,climbing,What is the maximum point for climbers whose country is United Kingdom?,"SELECT max(Points) FROM climber WHERE Country  =  ""United Kingdom"""
1042,climbing,Return the maximum number of points for climbers from the United Kingdom.,"SELECT max(Points) FROM climber WHERE Country  =  ""United Kingdom"""
1043,climbing,How many distinct countries are the climbers from?,SELECT COUNT(DISTINCT Country) FROM climber
1044,climbing,Count the number of different countries that climbers are from.,SELECT COUNT(DISTINCT Country) FROM climber
1045,climbing,What are the names of mountains in ascending alphabetical order?,SELECT Name FROM mountain ORDER BY Name ASC
1046,climbing,Give the names of mountains in alphabetical order.,SELECT Name FROM mountain ORDER BY Name ASC
1047,climbing,What are the countries of mountains with height bigger than 5000?,SELECT Country FROM mountain WHERE Height  >  5000
1048,climbing,Return the countries of the mountains that have a height larger than 5000.,SELECT Country FROM mountain WHERE Height  >  5000
1049,climbing,What is the name of the highest mountain?,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1
1050,climbing,Return the name of the mountain with the greatest height.,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1
1051,climbing,List the distinct ranges of the mountains with the top 3 prominence.,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3
1052,climbing,What are the different ranges of the 3 mountains with the highest prominence?,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3
1053,climbing,Show names of climbers and the names of mountains they climb.,"SELECT T1.Name ,  T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID"
1054,climbing,What are the names of climbers and the corresponding names of mountains that they climb?,"SELECT T1.Name ,  T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID"
1055,climbing,Show the names of climbers and the heights of mountains they climb.,"SELECT T1.Name ,  T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID"
1056,climbing,What are the names of climbers and the corresponding heights of the mountains that they climb?,"SELECT T1.Name ,  T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID"
1057,climbing,Show the height of the mountain climbed by the climber with the maximum points.,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1
1058,climbing,What is the height of the mountain climbined by the climbing who had the most points?,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1
1059,climbing,"Show the distinct names of mountains climbed by climbers from country ""West Germany"".","SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T1.Country  =  ""West Germany"""
1060,climbing,What are the different names of mountains ascended by climbers from the country of West Germany?,"SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T1.Country  =  ""West Germany"""
1061,climbing,Show the times used by climbers to climb mountains in Country Uganda.,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T2.Country  =  ""Uganda"""
1062,climbing,What are the times used by climbers who climbed mountains in the country of Uganda?,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T2.Country  =  ""Uganda"""
1063,climbing,Please show the countries and the number of climbers from each country.,"SELECT Country ,  COUNT(*) FROM climber GROUP BY Country"
1064,climbing,How many climbers are from each country?,"SELECT Country ,  COUNT(*) FROM climber GROUP BY Country"
1065,climbing,List the countries that have more than one mountain.,SELECT Country FROM mountain GROUP BY Country HAVING COUNT(*)  >  1
1066,climbing,Which countries have more than one mountain?,SELECT Country FROM mountain GROUP BY Country HAVING COUNT(*)  >  1
1067,climbing,List the names of mountains that do not have any climber.,SELECT Name FROM mountain WHERE Mountain_ID NOT IN (SELECT Mountain_ID FROM climber)
1068,climbing,What are the names of countains that no climber has climbed?,SELECT Name FROM mountain WHERE Mountain_ID NOT IN (SELECT Mountain_ID FROM climber)
1069,climbing,Show the range that has the most number of mountains.,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT(*) DESC LIMIT 1
1070,climbing,Which range contains the most mountains?,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT(*) DESC LIMIT 1
1071,climbing,Show the names of mountains with height more than 5000 or prominence more than 1000.,SELECT Name FROM mountain WHERE Height  >  5000 OR Prominence  >  1000
1072,climbing,What are the names of mountains that have a height of over 5000 or a prominence of over 1000?,SELECT Name FROM mountain WHERE Height  >  5000 OR Prominence  >  1000
1073,body_builder,How many body builders are there?,SELECT count(*) FROM body_builder
1074,body_builder,List the total scores of body builders in ascending order.,SELECT Total FROM body_builder ORDER BY Total ASC
1075,body_builder,List the snatch score and clean jerk score of body builders in ascending order of snatch score.,"SELECT Snatch ,  Clean_Jerk FROM body_builder ORDER BY Snatch ASC"
1076,body_builder,What is the average snatch score of body builders?,SELECT avg(Snatch) FROM body_builder
1077,body_builder,What are the clean and jerk score of the body builder with the highest total score?,SELECT Clean_Jerk FROM body_builder ORDER BY Total DESC LIMIT 1
1078,body_builder,What are the birthdays of people in ascending order of height?,SELECT Birth_Date FROM People ORDER BY Height ASC
1079,body_builder,What are the names of body builders?,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID
1080,body_builder,What are the names of body builders whose total score is higher than 300?,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Total  >  300
1081,body_builder,What is the name of the body builder with the greatest body weight?,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Weight DESC LIMIT 1
1082,body_builder,What are the birth date and birth place of the body builder with the highest total points?,"SELECT T2.Birth_Date ,  T2.Birth_Place FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Total DESC LIMIT 1"
1083,body_builder,What are the heights of body builders with total score smaller than 315?,SELECT T2.Height FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Total  <  315
1084,body_builder,What is the average total score of body builders with height bigger than 200?,SELECT avg(T1.Total) FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  200
1085,body_builder,What are the names of body builders in descending order of total scores?,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Total DESC
1086,body_builder,List each birth place along with the number of people from there.,"SELECT Birth_Place ,  COUNT(*) FROM people GROUP BY Birth_Place"
1087,body_builder,What is the most common birth place of people?,SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT(*) DESC LIMIT 1
1088,body_builder,What are the birth places that are shared by at least two people?,SELECT Birth_Place FROM people GROUP BY Birth_Place HAVING COUNT(*)  >=  2
1089,body_builder,List the height and weight of people in descending order of height.,"SELECT Height ,  Weight FROM people ORDER BY Height DESC"
1090,body_builder,Show all information about each body builder.,SELECT * FROM body_builder
1091,body_builder,How many distinct birth places are there?,SELECT count(DISTINCT Birth_Place) FROM people
1092,body_builder,How many persons are not body builders?,SELECT count(*) FROM people WHERE people_id NOT IN (SELECT People_ID FROM body_builder)
1093,body_builder,List the weight of the body builders who have snatch score higher than 140 or have the height greater than 200.,SELECT T2.weight FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id  =  T2.people_id WHERE T1.snatch  >  140 OR T2.height  >  200;
1094,body_builder,"What are the total scores of the body builders whose birthday contains the string ""January"" ?","SELECT T1.total FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id  =  T2.people_id WHERE T2.Birth_Date LIKE ""%January%"";"
1095,body_builder,What is the minimum snatch score?,SELECT min(snatch) FROM body_builder
1096,election_representative,How many elections are there?,SELECT count(*) FROM election
1097,election_representative,List the votes of elections in descending order.,SELECT Votes FROM election ORDER BY Votes DESC
1098,election_representative,List the dates and vote percents of elections.,"SELECT Date ,  Vote_Percent FROM election"
1099,election_representative,What are the minimum and maximum vote percents of elections?,"SELECT min(Vote_Percent) ,  max(Vote_Percent) FROM election"
1100,election_representative,What are the names and parties of representatives?,"SELECT Name ,  Party FROM representative"
1101,election_representative,"What are the names of representatives whose party is not ""Republican""?","SELECT Name FROM Representative WHERE Party != ""Republican"""
1102,election_representative,What are the life spans of representatives from New York state or Indiana state?,"SELECT Lifespan FROM representative WHERE State  =  ""New York"" OR State  =  ""Indiana"""
1103,election_representative,What are the names of representatives and the dates of elections they participated in.,"SELECT T2.Name ,  T1.Date FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID"
1104,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID WHERE Votes  >  10000
1105,election_representative,What are the names of representatives in descending order of votes?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY votes DESC
1106,election_representative,What is the party of the representative that has the smallest number of votes.,SELECT T2.Party FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY votes ASC LIMIT 1
1107,election_representative,What are the lifespans of representatives in descending order of vote percent?,SELECT T2.Lifespan FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY Vote_Percent DESC
1108,election_representative,"What is the average number of votes of representatives from party ""Republican""?","SELECT avg(T1.Votes) FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID WHERE T2.Party  =  ""Republican"""
1109,election_representative,What are the different parties of representative? Show the party name and the number of representatives in each party.,"SELECT Party ,  COUNT(*) FROM representative GROUP BY Party"
1110,election_representative,What is the party that has the largest number of representatives?,"SELECT Party ,  COUNT(*) FROM representative GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1"
1111,election_representative,What parties have at least three representatives?,SELECT Party FROM representative GROUP BY Party HAVING COUNT(*)  >=  3
1112,election_representative,What states have at least two representatives?,SELECT State FROM representative GROUP BY State HAVING COUNT(*)  >=  2
1113,election_representative,List the names of representatives that have not participated in elections listed here.,SELECT Name FROM representative WHERE Representative_ID NOT IN (SELECT Representative_ID FROM election)
1114,election_representative,How many distinct parties are there for representatives?,SELECT count(DISTINCT Party) FROM representative
1115,apartment_rentals,How many apartment bookings are there in total?,SELECT count(*) FROM Apartment_Bookings
1116,apartment_rentals,Count the total number of apartment bookings.,SELECT count(*) FROM Apartment_Bookings
1117,apartment_rentals,Show the start dates and end dates of all the apartment bookings.,"SELECT booking_start_date ,  booking_end_date FROM Apartment_Bookings"
1118,apartment_rentals,What are the start date and end date of each apartment booking?,"SELECT booking_start_date ,  booking_end_date FROM Apartment_Bookings"
1119,apartment_rentals,Show all distinct building descriptions.,SELECT DISTINCT building_description FROM Apartment_Buildings
1120,apartment_rentals,Give me a list of all the distinct building descriptions.,SELECT DISTINCT building_description FROM Apartment_Buildings
1121,apartment_rentals,"Show the short names of the buildings managed by ""Emma"".","SELECT building_short_name FROM Apartment_Buildings WHERE building_manager	 =  ""Emma"""
