,database,question,verified_output,correct
194,climbing,What are the names of mountains that have a height of over 5000 or a prominence of over 1000?,SELECT mountain.name FROM mountain WHERE mountain.Height > '5000'  OR mountain.Prominence > '1000' ,1
195,body_builder,How many body builders are there?,SELECT COUNT(*) FROM body_builder,1
196,body_builder,List the total scores of body builders in ascending order.,SELECT body_builder.total FROM body_builder ORDER BY  body_builder.Total ASC,1
197,body_builder,List the snatch score and clean jerk score of body builders in ascending order of snatch score.,"SELECT body_builder.snatch ,clean_jerk FROM body_builder ORDER BY body_builder.Snatch ASC",1
198,body_builder,What is the average snatch score of body builders?,SELECT AVG(body_builder.Snatch) FROM body_builder,1
199,body_builder,What are the clean and jerk score of the body builder with the highest total score?,SELECT body_builder.clean_jerk FROM body_builder ORDER BY body_builder.Total DESC LIMIT 1,1
200,body_builder,What are the birthdays of people in ascending order of height?,SELECT people.birth_date FROM people ORDER BY people.Height ASC,1
201,body_builder,What are the names of body builders?,SELECT T1.name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID,1
202,body_builder,What are the names of body builders whose total score is higher than 300?,SELECT T1.name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Total > '300' ,1
203,body_builder,What is the name of the body builder with the greatest body weight?,SELECT T1.name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Weight DESC LIMIT 1,1
204,body_builder,What are the birth date and birth place of the body builder with the highest total points?,"SELECT T1.birth_date ,  birth_place FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID ORDER BY T2.Total DESC LIMIT 1",1
205,body_builder,What are the heights of body builders with total score smaller than 315?,SELECT T1.height FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Total < '315' ,1
206,body_builder,What is the average total score of body builders with height bigger than 200?,SELECT AVG(T2.Total) FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Height > '200' ,1
207,body_builder,What are the names of body builders in descending order of total scores?,SELECT T1.name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID ORDER BY T2.Total DESC,1
208,body_builder,List each birth place along with the number of people from there.,"SELECT COUNT(*) ,people.birth_place FROM people GROUP BY people.birth_place",1
209,body_builder,What is the most common birth place of people?,SELECT people.birth_place FROM people GROUP BY people.birth_place ORDER BY COUNT(*) DESC LIMIT 1,1
210,body_builder,What are the birth places that are shared by at least two people?,SELECT birth_place FROM people GROUP BY people.birth_place HAVING COUNT(*) >= 2,1
211,body_builder,List the height and weight of people in descending order of height.,"SELECT people.height ,weight FROM people ORDER BY people.Height DESC",1
212,body_builder,Show all information about each body builder.,SELECT name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID GROUP BY T2.body_builder_id,0
213,body_builder,How many distinct birth places are there?,SELECT COUNT(DISTINCT(people.Birth_Place)) FROM people,1
214,body_builder,How many persons are not body builders?,SELECT COUNT(*) FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID,0
215,body_builder,List the weight of the body builders who have snatch score higher than 140 or have the height greater than 200.,SELECT T1.weight FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Snatch > '140'  OR T1.Height > '200' ,1
216,body_builder,"What are the total scores of the body builders whose birthday contains the string ""January"" ?",SELECT T2.total FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Birth_Date = 'January' ,0
217,body_builder,What is the minimum snatch score?,SELECT MIN(body_builder.Snatch) FROM body_builder,1
218,election_representative,How many elections are there?,SELECT COUNT(*) FROM election,1
219,election_representative,List the votes of elections in descending order.,SELECT election.votes FROM election ORDER BY election.Votes DESC,1
220,election_representative,List the dates and vote percents of elections.,"SELECT election.date ,vote_percent FROM election",1
221,election_representative,What are the minimum and maximum vote percents of elections?,"SELECT MIN(election.Vote_Percent) ,MAX(election.Vote_Percent) FROM election",1
222,election_representative,What are the names and parties of representatives?,"SELECT representative.name ,party FROM representative",1
223,election_representative,"What are the names of representatives whose party is not ""Republican""?",SELECT representative.name FROM representative WHERE representative.Party != 'Republican' ,1
224,election_representative,What are the life spans of representatives from New York state or Indiana state?,SELECT representative.lifespan FROM representative WHERE representative.State  = 'Indiana' ,0
225,election_representative,What are the names of representatives and the dates of elections they participated in.,"SELECT T1.name ,  T2.date FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID",1
226,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T1.name FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Votes > 10000,1
227,election_representative,What are the names of representatives in descending order of votes?,SELECT T1.name FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY T2.Votes DESC,1
228,election_representative,What is the party of the representative that has the smallest number of votes.,SELECT T1.party FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID GROUP BY T2.votes ORDER BY T2.Votes ASC LIMIT 1,1
229,election_representative,What are the lifespans of representatives in descending order of vote percent?,SELECT T1.lifespan FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY T2.Vote_Percent DESC,1
230,election_representative,"What is the average number of votes of representatives from party ""Republican""?",SELECT AVG(T2.Votes) FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T1.Party = 'Republican' ,1
231,election_representative,What are the different parties of representative? Show the party name and the number of representatives in each party.,"SELECT COUNT(*) ,representative.party ,name FROM representative GROUP BY representative.party",0
232,election_representative,What is the party that has the largest number of representatives?,SELECT representative.party FROM representative GROUP BY representative.party ORDER BY COUNT(*) DESC LIMIT 1,0
233,election_representative,What parties have at least three representatives?,SELECT party FROM representative GROUP BY representative.party HAVING COUNT(*) >= 3,1
234,election_representative,What states have at least two representatives?,SELECT state FROM representative GROUP BY representative.state HAVING COUNT(*) >= 2,1
235,election_representative,List the names of representatives that have not participated in elections listed here.,SELECT representative.name FROM representative WHERE  Representative_ID NOT IN (SELECT Representative_ID  FROM election),1
236,election_representative,How many distinct parties are there for representatives?,SELECT COUNT(DISTINCT(representative.Party)) FROM representative,1
237,performance_attendance,How many performances are there?,"SELECT COUNT(*) ,attendance FROM performance",0
238,performance_attendance,List the hosts of performances in ascending order of attendance.,SELECT performance.host FROM performance ORDER BY performance.Attendance ASC,1
239,performance_attendance,What are the dates and locations of performances?,"SELECT performance.date ,location FROM performance",1
240,performance_attendance,"Show the attendances of the performances at location ""TD Garden"" or ""Bell Centre""",SELECT performance.attendance FROM performance WHERE performance.Location = 'TD Garden'  OR performance.Location = 'Bell Centre' ,1
241,performance_attendance,What is the average number of attendees for performances?,SELECT AVG(performance.Attendance) FROM performance,1
242,performance_attendance,What is the date of the performance with the highest number of attendees?,SELECT performance.date FROM performance GROUP BY performance.attendance ORDER BY performance.Attendance DESC LIMIT 1,1
243,performance_attendance,Show different locations and the number of performances at each location.,"SELECT COUNT(*) ,performance.location FROM performance GROUP BY performance.location",1
244,performance_attendance,Show the most common location of performances.,SELECT performance.location FROM performance GROUP BY performance.location ORDER BY COUNT(*) DESC LIMIT 1,1
245,performance_attendance,Show the locations that have at least two performances.,SELECT location FROM performance GROUP BY performance.location HAVING COUNT(*) >= 2,1
246,performance_attendance,Show the names of members and the location of the performances they attended.,"SELECT T2.name ,  T2.nationality FROM member AS T2 JOIN member_attendance AS T3 ON T2.Member_ID = T3.Member_ID    JOIN performance AS T1 ON T1.Performance_ID = T3.Performance_ID  ",0
247,performance_attendance,Show the names of members and the location of performances they attended in ascending alphabetical order of their names.,"SELECT member.name ,member.nationality FROM member ORDER BY member.Name ASC",0
248,performance_attendance,"Show the dates of performances with attending members whose roles are ""Violin"".",SELECT T1.date FROM member AS T2 JOIN member_attendance AS T3 ON T2.Member_ID = T3.Member_ID    JOIN performance AS T1 ON T1.Performance_ID = T3.Performance_ID   WHERE T2.Role = 'Violin' ,1
249,performance_attendance,Show the names of members and the dates of performances they attended in descending order of attendance of the performances.,SELECT member.name FROM member ORDER BY member.Name DESC,0
250,performance_attendance,List the names of members who did not attend any performance.,SELECT T2.name FROM member AS T2 JOIN member_attendance AS T3 ON T2.Member_ID = T3.Member_ID    JOIN performance AS T1 ON T1.Performance_ID = T3.Performance_ID  ,0
251,gymnast,How many gymnasts are there?,SELECT COUNT(*) FROM gymnast,1
252,gymnast,Count the number of gymnasts.,SELECT COUNT(*) FROM gymnast,1
253,gymnast,List the total points of gymnasts in descending order.,SELECT gymnast.total_points FROM gymnast ORDER BY gymnast.Total_Points DESC,1
254,gymnast,"What are the total points for all gymnasts, ordered by total points descending?",SELECT total_points FROM gymnast ORDER BY gymnast.Total_Points DESC,1
255,gymnast,List the total points of gymnasts in descending order of floor exercise points.,SELECT gymnast.total_points FROM gymnast ORDER BY gymnast.Floor_Exercise_Points DESC,1
256,gymnast,"What are the total points of gymnasts, ordered by their floor exercise points descending?",SELECT gymnast.total_points FROM gymnast ORDER BY gymnast.Floor_Exercise_Points DESC,1
257,gymnast,What is the average horizontal bar points for all gymnasts?,SELECT AVG(gymnast.Horizontal_Bar_Points) FROM gymnast,1
258,gymnast,Return the average horizontal bar points across all gymnasts.,SELECT AVG(gymnast.Horizontal_Bar_Points) FROM gymnast,1
259,gymnast,What are the names of people in ascending alphabetical order?,SELECT people.name FROM people ORDER BY people.Name,1
260,gymnast,"Return the names of people, ordered alphabetically.",SELECT people.name FROM people ORDER BY people.Name,1
261,gymnast,What are the names of gymnasts?,SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id,1
262,gymnast,Return the names of the gymnasts.,SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id,1
263,gymnast,"What are the names of gymnasts whose hometown is not ""Santo Domingo""?",SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id WHERE T1.Hometown != 'Santo Domingo' ,1
264,gymnast,Return the names of gymnasts who did not grow up in Santo Domingo.,SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id WHERE T1.Hometown != 'Santo Domingo' ,1
265,gymnast,What is the age of the tallest person?,SELECT people.age FROM people,0
266,gymnast,Return the age of the person with the greatest height.,SELECT people.age FROM people ORDER BY people.Height DESC LIMIT 1,1
267,gymnast,List the names of the top 5 oldest people.,SELECT people.name FROM people WHERE people.Age = '5' ,0
268,gymnast,What are the names of the five oldest people?,SELECT people.name FROM people ORDER BY people.Age DESC LIMIT 5,1
269,gymnast,What is the total point count of the youngest gymnast?,SELECT T2.total_points FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T1.Age ASC LIMIT 1,1
270,gymnast,Return the total points of the gymnast with the lowest age.,SELECT T2.total_points FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T1.Age ASC LIMIT 1,1
271,gymnast,What is the average age of all gymnasts?,SELECT AVG(T1.Age) FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id,1
272,gymnast,Return the average age across all gymnasts.,SELECT AVG(T1.Age) FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id,1
273,gymnast,What are the distinct hometowns of gymnasts with total points more than 57.5?,SELECT DISTINCT(T1.Hometown) FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id WHERE T2.Total_Points > '57.5' ,1
274,gymnast,Give the different hometowns of gymnasts that have a total point score of above 57.5.,SELECT DISTINCT(T1.Hometown) FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id WHERE T2.Total_Points > '57.5' ,1
275,gymnast,What are the hometowns of gymnasts and the corresponding number of gymnasts?,"SELECT COUNT(*) ,  T1.hometown FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id GROUP BY T1.hometown",1
276,gymnast,How many gymnasts are from each hometown?,"SELECT T1.Hometown ,  COUNT(*) FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id GROUP BY T1.hometown",1
277,gymnast,What is the most common hometown of gymnasts?,SELECT T1.hometown FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id GROUP BY T1.hometown ORDER BY COUNT(*) DESC LIMIT 1,1
278,gymnast,Return the hometown that is most common among gymnasts.,SELECT hometown FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id GROUP BY T1.hometown ORDER BY COUNT(*) DESC LIMIT 1,1
279,gymnast,What are the hometowns that are shared by at least two gymnasts?,SELECT hometown FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id GROUP BY T1.people_id HAVING COUNT(*) >= 2,0
280,gymnast,Give the hometowns from which two or more gymnasts are from.,SELECT hometown FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id,0
281,gymnast,List the names of gymnasts in ascending order by their heights.,SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T1.Height ASC,1
282,gymnast,"What are the names of gymnasts, ordered by their heights ascending?",SELECT T1.name FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T1.Height ASC,1
283,gymnast,How many distinct hometowns did these people have?,SELECT COUNT(DISTINCT(people.Hometown)) FROM people,1
284,gymnast,Count the number of different hometowns of these people.,SELECT COUNT(DISTINCT(people.Hometown)) FROM people,1
285,gymnast,Show the ages of gymnasts in descending order of total points.,SELECT T1.age FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T2.Total_Points DESC,1
286,gymnast,"What are the ages of the gymnasts, ordered descending by their total points?",SELECT T1.age FROM people AS T1 JOIN gymnast AS T2 ON T1.People_ID = T2.gymnast_id ORDER BY T2.Total_Points DESC,1
287,wrestler,How many wrestlers are there?,SELECT COUNT(*) FROM wrestler,1
288,wrestler,Count the number of wrestlers.,SELECT COUNT(*) FROM wrestler,1
289,wrestler,List the names of wrestlers in descending order of days held.,SELECT wrestler.name FROM wrestler ORDER BY wrestler.Days_held DESC,1
290,wrestler,"What are the names of the wrestlers, ordered descending by days held?",SELECT wrestler.name FROM wrestler ORDER BY wrestler.Days_held DESC,1
291,wrestler,What is the name of the wrestler with the fewest days held?,SELECT wrestler.name FROM wrestler ORDER BY wrestler.Days_held ASC LIMIT 1,1
292,wrestler,Return the name of the wrestler who had the lowest number of days held.,SELECT wrestler.name FROM wrestler GROUP BY wrestler.days_held ORDER BY wrestler.Days_held ASC LIMIT 1,1
293,wrestler,"What are the distinct reigns of wrestlers whose location is not ""Tokyo,Japan"" ?",SELECT DISTINCT(wrestler.Reign) FROM wrestler WHERE wrestler.Location != 'Tokyo Japan' ,1
294,wrestler,"Give the different reigns of wrestlers who are not located in Tokyo, Japan.",SELECT DISTINCT(wrestler.Reign) FROM wrestler WHERE wrestler.Location != 'Tokyo'  OR wrestler.Location != 'Japan' ,1
295,wrestler,What are the names and location of the wrestlers?,"SELECT wrestler.name ,location FROM wrestler",1
296,wrestler,Give the names and locations of all wrestlers.,"SELECT wrestler.name ,location FROM wrestler",1
297,wrestler,"What are the elimination moves of wrestlers whose team is ""Team Orton""?",SELECT T2.elimination_move FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T2.Team = 'Team Orton' ,1
298,wrestler,Return the elimination movies of wrestlers on Team Orton.,SELECT T2.elimination_move FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Reign = 'Team Orton' ,0
299,wrestler,What are the names of wrestlers and the elimination moves?,"SELECT T1.name ,  T2.elimination_move FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID",1
300,wrestler,Give the names of wrestlers and their elimination moves.,"SELECT T1.name ,  T2.elimination_move FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID",1
301,wrestler,List the names of wrestlers and the teams in elimination in descending order of days held.,"SELECT T1.name ,  T2.team FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID ORDER BY T1.Days_held DESC",1
302,wrestler,"What are the names of wrestlers and their teams in elimination, ordered descending by days held?","SELECT T1.name ,  T2.team FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID ORDER BY T1.Days_held DESC",1
303,wrestler,List the time of elimination of the wrestlers with largest days held.,SELECT T2.time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID ORDER BY T1.Days_held DESC LIMIT 1,1
304,wrestler,What is the time of elimination for the wrestler with the most days held?,SELECT T2.time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID ORDER BY T1.Days_held DESC LIMIT 1,1
305,wrestler,Show times of elimination of wrestlers with days held more than 50.,SELECT T2.time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Days_held > '50' ,1
306,wrestler,What are the times of elimination for wrestlers with over 50 days held?,SELECT T2.time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Days_held > 50,1
307,wrestler,Show different teams in eliminations and the number of eliminations from each team.,"SELECT COUNT(*) ,Elimination.team ,elimination_move FROM Elimination GROUP BY Elimination.team",0
308,wrestler,How many eliminations did each team have?,"SELECT Elimination.Team ,COUNT(*) FROM Elimination GROUP BY Elimination.team",1
309,wrestler,Show teams that have suffered more than three eliminations.,SELECT team FROM Elimination GROUP BY Elimination.team HAVING COUNT(*)> 3,1
310,wrestler,Which teams had more than 3 eliminations?,SELECT team FROM Elimination GROUP BY Elimination.team HAVING COUNT(*)> 3,1
311,wrestler,Show the reign and days held of wrestlers.,"SELECT wrestler.reign ,days_held FROM wrestler",1
312,wrestler,What are the reigns and days held of all wrestlers?,"SELECT wrestler.reign ,days_held FROM wrestler",1
313,wrestler,What are the names of wrestlers days held less than 100?,SELECT wrestler.name FROM wrestler,0
314,wrestler,Return the names of wrestlers with fewer than 100 days held.,SELECT wrestler.name FROM wrestler WHERE wrestler.Days_held < 100,1
315,wrestler,Please show the most common reigns of wrestlers.,SELECT wrestler.reign FROM wrestler GROUP BY wrestler.reign ORDER BY COUNT(*) DESC LIMIT 1,1
316,wrestler,Which reign is the most common among wrestlers?,SELECT reign FROM wrestler GROUP BY wrestler.reign ORDER BY COUNT(*) DESC LIMIT 1,1
317,wrestler,List the locations that are shared by more than two wrestlers.,SELECT location FROM wrestler GROUP BY wrestler.location HAVING COUNT(*)> 2,1
318,wrestler,Which locations are shared by more than two wrestlers?,SELECT location FROM wrestler GROUP BY wrestler.location HAVING COUNT(*)> 2,1
319,wrestler,List the names of wrestlers that have not been eliminated.,SELECT wrestler.name FROM wrestler,0
320,wrestler,What are the names of wrestlers who have never been eliminated?,SELECT wrestler.name FROM wrestler,0
321,wrestler,What is the number of distinct teams that suffer elimination?,SELECT COUNT(DISTINCT(Elimination.Team)) FROM Elimination,1
322,wrestler,"Show the times of elimination by ""Punk"" or ""Orton"".",SELECT Elimination.time FROM Elimination WHERE Elimination.Team  = 'Orton' ,0
323,device,How many devices are there?,"SELECT COUNT(*) ,device FROM device",0
324,device,Count the number of devices.,SELECT COUNT(*) FROM device,1
325,device,List the carriers of devices in ascending alphabetical order.,SELECT device.carrier FROM device ORDER BY device.Carrier,1
326,device,"What are the different carriers for devices, listed in alphabetical order?",SELECT DISTINCT(device.Carrier) FROM device ORDER BY device.Device,0
327,device,"What are the carriers of devices whose software platforms are not ""Android""?",SELECT device.carrier FROM device WHERE device.Software_Platform != 'Android' ,1
328,device,Return the device carriers that do not have Android as their software platform.,SELECT carrier FROM device WHERE device.Software_Platform !=   'Android',1
329,device,What are the names of shops in ascending order of open year?,SELECT shop.shop_name FROM shop ORDER BY shop.Open_Year ASC,1
330,device,"Return the names of shops, ordered by year of opening ascending.",SELECT shop.shop_name FROM shop ORDER BY shop.Open_Year ASC,1
331,device,What is the average quantity of stocks?,SELECT AVG(stock.Quantity) FROM stock,1
332,device,Give the average quantity of stocks.,SELECT AVG(stock.Quantity) FROM stock,1
333,device,What are the names and location of the shops in ascending alphabetical order of name.,"SELECT shop.shop_name ,location FROM shop ORDER BY shop.Shop_Name ASC",1
334,device,"Return the names and locations of shops, ordered by name in alphabetical order.","SELECT shop.shop_name ,location FROM shop ORDER BY shop.Shop_Name",1
335,device,How many different software platforms are there for devices?,SELECT COUNT(DISTINCT(device.Software_Platform)) FROM device,1
336,device,Count the number of different software platforms.,SELECT COUNT(DISTINCT(device.Software_Platform)) FROM device,1
337,device,"List the open date of open year of the shop named ""Apple"".",SELECT shop.open_date FROM shop WHERE shop.Open_Year = 'Apple' ,0
338,device,List the name of the shop with the latest open year.,SELECT shop.shop_name FROM shop,0
339,device,What is the shop name corresponding to the shop that opened in the most recent year?,SELECT shop_name FROM shop ORDER BY shop.Open_Year DESC LIMIT 1,1
340,device,"What are the names of device shops, and what are the carriers that they carry devices in stock for?","SELECT T3.shop_name ,  T1.carrier FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID  ",1
341,device,Show names of shops that have more than one kind of device in stock.,SELECT T3.shop_name FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID   GROUP BY T1.applications HAVING COUNT(*)> 1,0
342,device,What are the names of shops that have more than a single kind of device in stock?,SELECT T3.shop_name FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID  ,0
343,device,Show the name of the shop that has the most kind of devices in stock.,SELECT T3.shop_name FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID   ORDER BY T1.Applications DESC LIMIT 1,1
344,device,What is the name of the shop that has the most different kinds of devices in stock?,SELECT shop.shop_name FROM shop WHERE  Shop_ID IN (SELECT Shop_ID  FROM stock),0
345,device,Show the name of the shop that have the largest quantity of devices in stock.,SELECT T3.shop_name FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID   ORDER BY T2.Quantity DESC LIMIT 1,1
346,device,What is the name of the shop that has the greatest quantity of devices in stock?,SELECT T3.shop_name FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID   ORDER BY T2.Quantity DESC LIMIT 1,1
347,device,Please show different software platforms and the corresponding number of devices using each.,"SELECT COUNT(*) ,device.software_platform FROM device GROUP BY device.software_platform",1
348,device,"What are the different software platforms for devices, and how many devices have each?","SELECT software_platform ,device.device FROM device GROUP BY device",0
349,device,Please show the software platforms of devices in descending order of the count.,SELECT device.software_platform FROM device ORDER BY device.Software_Platform DESC,0
350,device,"What are the different software platforms for devices, ordered by frequency descending?",SELECT DISTINCT(device.Software_Platform) FROM device ORDER BY device.Device DESC,1
351,device,List the software platform shared by the greatest number of devices.,SELECT device.software_platform FROM device GROUP BY device.software_platform ORDER BY COUNT(*) DESC LIMIT 1,1
352,device,What is the software platform that is most common amongst all devices?,"SELECT software_platform ,device FROM device GROUP BY device.device ORDER BY COUNT(*) DESC LIMIT 1",0
353,device,What are the carriers of devices that are not in stock anywhere?,SELECT T1.carrier FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID,0
354,device,Show the carriers of devices in stock at more than one shop.,SELECT T1.carrier FROM device AS T1 JOIN stock AS T2 ON T1.Device_ID = T2.Device_ID    JOIN shop AS T3 ON T3.Shop_ID = T2.Shop_ID  ,0
355,ship_1,How many different captain ranks are there?,SELECT COUNT(DISTINCT(captain.Rank)) FROM captain,1
356,ship_1,Count the number of different ranks of captain.,SELECT COUNT(DISTINCT(captain.Rank)) FROM captain,1
357,ship_1,How many captains are in each rank?,"SELECT captain.Rank ,COUNT(*) FROM captain GROUP BY captain.rank",1
358,ship_1,Count the number of captains that have each rank.,"SELECT captain.rank ,COUNT(*) FROM captain GROUP BY captain.rank",1
359,ship_1,How many captains with younger than 50 are in each rank?,"SELECT captain.Rank ,COUNT(*) FROM captain WHERE captain.age < '50'  GROUP BY captain.rank",1
360,ship_1,Count the number of captains younger than 50 of each rank.,"SELECT captain.rank ,COUNT(*) FROM captain WHERE captain.age < '50'  GROUP BY captain.rank",1
361,ship_1,Sort all captain names by their ages from old to young.,"SELECT name ,age FROM captain",0
362,ship_1,"What are the names of captains, sorted by age descending?",SELECT captain.name FROM captain ORDER BY captain.age DESC,1
363,ship_1,"Find the name, class and rank of all captains.","SELECT captain.name ,class ,rank FROM captain",1
364,ship_1,"What are the names, classes, and ranks of all captains?","SELECT captain.name ,class ,rank FROM captain",1
365,ship_1,Which rank is the most common among captains?,SELECT rank FROM captain GROUP BY captain.rank ORDER BY COUNT(*) DESC LIMIT 1,1
366,ship_1,Return the rank for which there are the fewest captains.,SELECT rank FROM captain GROUP BY captain.rank ORDER BY COUNT(*) ASC LIMIT 1,0
367,ship_1,Which classes have more than two captains?,SELECT class FROM captain GROUP BY captain.class HAVING COUNT(*)> 2,1
368,ship_1,Give the classes that have more than two captains.,SELECT class FROM captain GROUP BY captain.class HAVING COUNT(*)> 2,1
369,ship_1,Find the name of captains whose rank are either Midshipman or Lieutenant.,SELECT captain.name FROM captain WHERE captain.Rank  = 'Midshipman'  OR captain.Rank  = 'Lieutenant' ,1
370,ship_1,What are the names of captains that have either the rank Midshipman or Lieutenant?,SELECT captain.name FROM captain WHERE captain.Rank  = 'Midshipman'  OR captain.Rank  = 'Lieutenant' ,1
371,ship_1,What are the average and minimum age of captains in different class?,"SELECT DISTINCT(captain.Class) ,AVG(captain.age) ,MIN(captain.age) FROM captain",0
372,ship_1,Return the average and minimum age of captains in each class.,"SELECT captain.class ,AVG(captain.age) ,MIN(captain.age) FROM captain GROUP BY captain.class",1
373,ship_1,What is the name of the youngest captain?,SELECT captain.name FROM captain ORDER BY captain.age ASC LIMIT 1,1
374,ship_1,Return the name of the youngest captain.,SELECT captain.name FROM captain ORDER BY captain.age ASC LIMIT 1,1
375,ship_1,how many ships are there?,SELECT COUNT(*) FROM Ship,1
376,ship_1,Count the number of ships.,SELECT COUNT(*) FROM Ship,1
377,ship_1,"Find the name, type, and flag of the ship that is built in the most recent year.","SELECT Ship.name ,type ,flag FROM Ship ORDER BY Ship.Built_Year DESC LIMIT 1",1
378,ship_1,"What is the name, type, and flag of the ship that was built in the most recent year?","SELECT Ship.name ,type ,flag FROM Ship ORDER BY Ship.Built_Year DESC LIMIT 1",1
379,ship_1,"Group by ships by flag, and return number of ships that have each flag.","SELECT COUNT(*) ,Ship.class ,flag FROM Ship GROUP BY Ship.flag",0
380,ship_1,"What are the different ship flags, and how many ships have each?","SELECT COUNT(*) ,flag FROM Ship GROUP BY flag",1
381,ship_1,Which flag is most widely used among all ships?,SELECT flag FROM Ship GROUP BY Ship.flag ORDER BY COUNT(*) DESC LIMIT 1,1
382,ship_1,Return the flag that is most common among all ships.,SELECT flag FROM Ship GROUP BY Ship.flag ORDER BY COUNT(*) DESC LIMIT 1,1
